Date,Dividends
2016-11-03,0.1425
2017-05-11,0.1575
2018-11-08,0.1825
2019-11-07,0.1925
2017-11-10,0.1575
2018-05-11,0.1825
2019-05-10,0.1925
2020-05-08,0.205
2020-11-06,0.205
2021-05-07,0.22
2017-02-09,0.1425
2017-08-10,0.1575
2018-02-09,0.1575
2018-08-10,0.1825
2019-02-08,0.1825
2019-08-09,0.1925
2020-02-07,0.1925
2020-08-07,0.205
2021-02-05,0.205
2021-08-06,0.22
